Sample_ID,Site,Location,mean_GWC,K_mg_per_kg,SO4-S_mg_per_kg,B_mg_per_kg,Zn_mg_per_kg,Mn_mg_per_kg,Cu_mg_per_kg,Fe_mg_per_kg,Ca_Meq_per_100_g,Mg_Meq_per_100_g,Na_Meq_per_100_g,Total_Bases_Meq_per_100_g,CEC_Meq_per_100_g,Total_Sulfur_pct,Total_Nitrogen_pct,Total_Carbon_pct,C_to_N_ratio,NO3-N_mg_per_g_of_soil_mean,NH4-N_mg_per_g_of_soil_mean,P_Bicarb_mg_per_g_of_soil_mean,pH,P_Extract,Sand_pct,Silt_pct,Clay_pct,WEOC_mean,WETN_mean,salt_C_mean,salt_N_mean,MBC_mean,MBN_mean,Sample,Site_Code,Lat,Long,Elev.m,Soil.Temperature.C,BiomeType,NOSC,CUE,lambda,AImod,DBE,Calculated m/z,CUE_CV,lambda_CV,Respiration,Lignin-like_frac,Cond Hydrocarbon-like_frac,Tannin-like_frac,Protein-like_frac,Unsat Hydrocarbon-like_frac,Carbohydrate-like_frac,Amino Sugar-like_frac,Lipid-like_frac,Other_frac,Shannon_Index,labile_to_recal_Ratio,alpha_diversity,abs_stoichMet_donor,stoichMet_hco3,qs_max,mu_max,CN_WEOM
1000S_ONAQ,ONAQ,TOP,1.035,395.0,5.0,0.67,0.5,3.1,0.9,5.0,14.62,1.19,0.12,16.94,9.27,343.18,0.069,2.076,30.087,0.001,0.0009,0.0057,8.56,Olsen,37.3,37.8,25.0,0.0207290506044934,0.00303626960238139,0.0659836680016787,0.00315020576819868,0.108263030952957,0.0118698960933289,ONAQ_TOP,ONAQ,40.17647,-112.4546,1627.0,37.1,Desert shrubland,-0.32056387278081655,0.5296414792488441,0.051146461828584545,0.23045920776225642,7.70003078370089,436.6458757782554,0.11828148587723297,0.5517240585702066,0.012,0.4186383389666828,0.18686624818928055,0.104297440849831,0.14872042491549975,0.03718010622887494,0.024625784645098986,0.05649444712699179,0.02221149203283438,0.0009657170449058426,1.6643700134914192,0.408843537414966,2071,0.11152959697232674,0.9112867004342198,0.9941405415151827,0.5056168530083736,6.827144265527444
1000S_ORNL,ORNL,TOP,1.187,109.0,15.0,0.17,1.3,62.5,1.7,24.0,1.35,0.42,0.09,2.14,9.3,159.79,0.242,3.761,15.541,0.0004,0.0015,0.0017,4.94,Bray,37.3,39.8,23.0,0.260871800900069,0.0242313382219543,0.125153956568534,0.0100817348800236,0.0996180347671562,0.0131982489962944,ORNL_TOP,ORNL,35.96337,-84.28182,310.0,23.2,Temperate forests,-0.2738261212537993,0.5120818691412262,0.04729718426434161,0.21551058198904413,9.20433651572594,479.1129608013779,0.11035143721070961,0.4544689773243454,0.3311,0.4702079820123665,0.2571669477234401,0.1163575042158516,0.05803822372119168,0.06042720629567173,0.00955593029792018,0.012366498032602586,0.01447442383361439,0.001405283867341203,1.458435402729287,0.18520986009327114,7116,0.1003432773468797,0.9737324262369255,0.8713151208856039,0.4344019755086392,10.765885008518083
1000S_OSBS,OSBS,TOP,1.062,92.0,2.0,0.14,0.2,2.3,0.1,33.0,1.59,0.5,0.1,2.43,1.7,30.12,0.058,0.818,14.103,0.0004,0.001,0.0017,5.08,Bray,91.3,1.9,6.9,0.0325397065440755,0.00259913733462047,0.0337554459765089,0.00364825502706119,0.0768025997041097,0.00968860858521722,OSBS_TOP,OSBS,29.691389,-81.988611,40.0,26.0,Temperate coniferous forests,-0.4029911036660817,0.5266682866419146,0.044794550725275696,0.20032098369612078,8.492236977174946,480.83701707250646,0.10565145753149584,0.40716394735558903,0.0152,0.43207222699914016,0.23187159644597305,0.09802235597592433,0.0821152192605331,0.07165376898824878,0.023215821152192607,0.017483519633132702,0.03969618801948983,0.003869303525365434,1.6309479973598626,0.31239420725973294,6978,0.0962479273883112,0.9178203451629818,0.8339519070207368,0.4308463687758114,12.519425622743016
1000S_PHTU,PHTU,TOP,1.168,34.0,6.0,0.11,0.4,1.7,0.5,35.0,4.32,0.46,0.04,4.91,5.89,72.86,0.127,1.701,13.394,0.0006,0.0008,0.0078,7.09,Olsen,88.03,3.99,7.98,0.0632492058833541,0.021716194266748,0.048804955457526,0.00794247215077943,0.131992705063364,0.0244652367898864,PHTU_TOP,PHTU,39.982739,-75.154164,20.0,19.1,Temperate coniferous forests,-0.0985331025513459,0.5020185691853845,0.05775564408060363,0.24344624974469323,8.589013916480367,421.40904565388087,0.13503368572186947,0.532980450896608,0.044829999999999995,0.3225703324808184,0.4440537084398977,0.17742966751918157,0.015664961636828643,0.02557544757033248,0.0012787723785166241,0.0041560102301790285,0.008312020460358057,0.0009590792838874681,1.268921065514556,0.05926176769387064,3128,0.12513205833738253,1.0223258496345817,1.1159192429020044,0.5404031312710783,2.9125363821321932
1000S_PPRH,PPRH,TOP,1.36,115.0,3.0,0.08,0.6,2.0,0.7,48.0,11.41,2.07,0.08,13.85,9.43,240.2,0.283,3.02,10.671,0.0016,0.0012,0.019,6.42,Bray,26.03,55.98,17.99,0.023908721389622,0.0362397273038681,0.057411243123646,0.0104576557363388,0.0891488206824514,0.0173333354135971,PPRH_TOP,PPRH,40.050291,-75.033307,31.0,16.45,Temperate forests,-0.2908875455340774,0.5216658075623289,0.044034846977401045,0.23900965426577983,8.649031815787154,499.74712604863737,0.13816032969276823,0.32328505878326236,0.00753,0.5402802101576182,0.19264448336252188,0.24168126094570927,0.0008756567425569177,0.01576182136602452,0.00788091068301226,0.0008756567425569177,,,1.1090349894075193,0.02605570530098832,1142,0.09780152831735714,0.9486557985035461,0.8616932685677624,0.44259547152221906,0.6597378945252181
1000S_PRS1,PRS1,TOP,1.129,598.0,8.0,0.51,4.6,3.9,2.5,16.0,11.13,1.74,0.15,14.55,25.99,116.67,0.089,0.854,9.596,1.11,1.45,,7.75,Olsen,58.02,31.99,10.0,0.069982235330316,0.00840781396941174,0.102499940167049,0.016275661634349,0.18198088834656,0.0287100838738449,PRS1_TOP,PRS1,46.251743,-119.728729,300.0,3.6,Temperate forests,-0.0433790903719728,0.49971809043880266,0.056945095434094366,0.2733882057972722,8.319187248777302,430.4954749637463,0.1805977736269956,0.6307357478825961,0.0265,0.3230484418389386,0.4831842024066646,0.1761801912989818,0.002776920703486578,0.007096575131132366,0.000617093489663684,0.0021598272138228943,0.004319654427645789,0.000617093489663684,1.119726976447273,0.017902010050251257,3241,0.128161859823777,1.0657894006424473,1.1825604243781325,0.534658805274304,8.323475707825677
1000S_PRS2,PRS2,TOP,1.138,1498.0,11.0,0.76,1.4,4.8,0.6,15.0,9.98,2.49,0.09,16.4,13.23,188.92,0.18,1.728,9.6,4.15,1.91,,8.09,Olsen,56.1,31.93,11.97,0.153644175033664,0.0213182256087704,0.255002452804669,0.0242780131655538,0.604626003609325,0.0947751222202638,PRS2_TOP,PRS2,46.251755,-119.728843,300.0,3.4,Desert shrubland,-0.05855963912683951,0.502927117160796,0.05444684709951021,0.2591620704801575,8.416034367784057,442.17845649035576,0.1575190793016971,0.5108179138123394,0.05029,0.2996572547739514,0.515749959196997,0.14705402317610577,0.010935204831075566,0.012893748979924922,0.004406724334911049,0.0021217561612534683,0.00554920842173984,0.0016321201240411295,1.1662578050011048,0.039002882821773784,6127,0.12097897739864465,1.0337534442104692,1.1041372045311968,0.5228142248631827,7.207174642642594
1000S_RMNP,RMNP,TOP,1.052,86.0,2.0,0.26,0.3,1.1,0.1,71.0,2.96,0.53,0.05,3.76,6.21,31.03,0.08,0.797,9.962,0.0015,0.0015,0.0359,5.55,Bray,67.2,23.8,9.1,0.106416514336326,0.00673314834615093,0.0487336115794511,0.00463817094049044,0.20160437473065,0.021298818506768,RMNP_TOP,RMNP,40.20332,-105.480967,2585.0,31.6,Temperate coniferous forests,-0.3104148241816929,0.5193062539274459,0.046461988631472516,0.20812888018680717,9.02057714625746,491.96913289584404,0.1102186079839973,0.44371936224266484,0.0677,0.39166942879239863,0.30604353110153576,0.09606673295768424,0.06253452657164954,0.050270688321732405,0.0386145177328472,0.02088167053364269,0.023699038780245277,0.01021986520826428,1.6201978214812682,0.2597953928596284,18102,0.09977577437664266,0.9463074152592424,0.8723133665807783,0.44226992379007113,15.80486703477431
1000S_SCBI,SCBI,TOP,1.319,240.0,13.0,0.58,6.0,42.9,3.2,96.0,10.73,2.95,0.06,14.36,21.73,73.1,0.431,4.036,9.364,0.0017,0.0049,0.0037,6.72,Bray,27.1,39.8,33.1,0.252448857711012,0.038898962922228,0.076744516227315,0.0158846098932553,0.114399414588527,0.0422806819641539,SCBI_TOP,SCBI,38.8896,-78.13865,312.0,22.1,Temperate forests,-0.19057433770256424,0.5094760696793245,0.052599840901173325,0.23759131452315,8.298476443563343,435.5783210622568,0.12768665283694244,0.46812306089082206,0.7271,0.41701183431952665,0.27840236686390535,0.10399408284023669,0.07470414201183433,0.06582840236686391,0.015384615384615385,0.0235207100591716,0.014497041420118343,0.006656804733727811,1.5761696521925992,0.2509252405625463,6760,0.1137224505368957,0.992314375988014,1.0078052773811652,0.49290400952460506,6.48986087921525
1000S_SERC,SERC,TOP,1.551,194.0,23.0,0.36,4.5,35.5,1.7,153.0,3.55,1.44,0.13,5.62,19.03,230.41,0.27,3.959,14.663,0.0005,0.0031,0.0192,5.34,Bray,39.1,37.8,23.1,0.203901568644538,0.0126235943911428,0.0730549818713068,0.0116391142940684,0.388855327851664,0.088745080824374,SERC_TOP,SERC,38.8912,-76.56173,24.0,22.3,Temperate forests,-0.3817244156102825,0.5248309582021119,0.03974101898808131,0.19523332551323214,9.49770447052862,529.9891499654188,0.0934641513532282,0.3150141710085894,0.4437,0.45395348837209304,0.23391771019677995,0.08808586762075134,0.06432915921288014,0.06661896243291592,0.04422182468694097,0.03076923076923077,0.014883720930232559,0.0032200357781753132,1.5954275913628446,0.28873109553670234,13975,0.08569241069487306,0.9206220965030227,0.7419367787266087,0.3850963605300512,16.152417633729044
1000S_SJER,SJER,TOP,1.01,460.0,5.0,0.47,2.7,20.3,0.3,75.0,5.85,0.79,0.11,7.93,12.82,164.38,0.281,2.852,10.149,0.0019,0.0032,0.0228,6.72,Bray,63.1,24.0,13.0,0.152412437490545,0.0162981074525989,0.177198808123478,0.0226106895477656,0.332801255273208,0.0572115633717749,SJER_TOP,SJER,37.111218,-119.736475,383.0,31.8,Mediterranean woodlands,-0.1955381654125854,0.5114889862461381,0.04574516784357555,0.21968610775763647,9.647624715424444,508.4403116658147,0.12760136274759742,0.4735920631611337,0.0814,0.34117996509857795,0.39906434485575315,0.08951843463409201,0.05201797051943712,0.033416255151672666,0.04292132328370401,0.018601715367764452,0.014331860542828501,0.008948130546170125,1.5291578238806673,0.20516377304456776,26933,0.09958144364705139,0.983285712126745,0.8864293597412353,0.4358678206287927,9.351542069152408
1000S_SOAP,SOAP,TOP,1.147,322.0,5.0,0.31,0.9,10.0,0.2,39.0,4.1,0.75,0.1,5.78,3.46,164.02,0.229,4.303,18.79,0.0004,0.003,0.019,5.93,Bray,61.1,27.9,11.1,0.0835066963481893,0.0325376854118255,0.165978959630667,0.0148670510187313,0.344316851734753,0.0359537528090988,SOAP_TOP,SOAP,37.033662,-119.263687,1169.0,25.7,Temperate coniferous forests,-0.36916901034492267,0.526447676252906,0.04075574945352614,0.20612182417512864,9.353621765858462,523.4969360239642,0.10096984936159631,0.3855316965909516,0.22640000000000002,0.46916324036004,0.2482498055339482,0.09745527280808979,0.06634070452272475,0.05822869207689743,0.018224247138570952,0.015335037226358485,0.02289143238137571,0.004111567951994666,1.5195141506713996,0.22719214509750443,8999,0.08811160951109626,0.9170160485872592,0.7690748438750155,0.3979524543682339,2.566460868105868
1000S_SRER,SRER,TOP,1.001,199.0,2.0,0.36,0.5,2.4,2.9,3.0,13.11,0.53,0.08,14.23,6.42,378.0,0.032,2.434,76.062,,,4.0,8.57,Olsen,65.2,23.9,11.0,0.0441201613301217,0.00335407985217582,0.0696203820887581,0.00648159193184139,0.0980404423044926,0.0117879387405388,SRER_TOP,SRER ,31.9114,-110.8359,984.0,40.1,Desert shrubland,-0.26969307886933114,0.5265272138993983,0.04636121350349107,0.20266361185016557,8.265762724351182,461.77216795773006,0.12242104419638863,0.4121334789802473,0.024,0.4371931505208957,0.26439947311699197,0.10501736319003713,0.07615854388695964,0.03915698718716321,0.03424739552149443,0.022871512393725302,0.01592623637887678,0.005029337803855826,1.5676132900960893,0.23975653206650832,8351,0.10279358659195983,0.9241131601271493,0.9247215243843586,0.4706806513805096,13.154177382360343
1000S_SRR1,SRR1,TOP,1.002,122.0,6.0,0.16,1.3,20.3,0.9,14.0,1.55,0.51,0.08,2.45,2.87,107.77,0.065,0.339,5.215,0.0009,0.0008,0.0027,7.75,Olsen,73.0,12.0,15.1,0.0299180041901219,0.00198219627007981,0.042534850453179,0.00503022875416211,0.0407614927289685,0.0056764288708599,SRR1_TOP,SRR1,31.799945,-110.87298,1160.0,37.8,Desert shrubland,-0.2332614263905537,0.5197382526677203,0.04859206674506235,0.2117983020348431,8.037976039680345,457.4242384269221,0.14125508080823707,0.45083729597157596,0.047799999999999995,0.44284074134820406,0.22732491389207807,0.1079219288174512,0.08069542397900607,0.04969657208463179,0.03296703296703297,0.02164999179924553,0.03313104805642119,0.0037723470559291455,1.6194427922927388,0.28520236087689715,6097,0.10762162678611904,0.9590269873402837,0.9693773106533078,0.47855727851261065,15.093361157882361
1000S_STER,STER,TOP,1.039,424.0,5.0,0.57,0.5,2.8,0.4,2.0,20.15,1.21,0.05,22.5,12.96,67.83,0.103,1.602,15.553,0.0081,0.0016,0.0042,8.41,Olsen,57.0,20.0,23.1,0.059463422544121,0.0131933173535768,0.0762106604961479,0.0151043061105675,0.156370189954815,0.0185077757432594,STER_TOP,STER,40.462975,-103.030463,1366.0,39.0,Temperate grasslands,-0.06145965371901088,0.504390436981827,0.05666212660306881,0.25039512426222593,7.899957955048979,417.67488001781805,0.18514802418691167,0.5851213845297362,0.018,0.4211913547706906,0.3410648392198208,0.18924617817606748,0.013178703215603585,0.01686874011597259,0.0015814443858724301,0.005271481286241434,0.010015814443858724,0.0015814443858724301,1.266182108862776,0.05096952908587258,1897,0.13158914379774272,1.0548562184297436,1.2373925614324954,0.5567116329449395,4.507086500727587
1000S_TALL,TALL,TOP,1.111,71.0,7.0,0.2,0.5,10.4,0.1,49.0,1.01,0.18,0.1,1.47,5.04,75.1,0.102,2.578,25.275,,,0.77,6.17,Bray,66.9,20.1,13.0,0.117866666666667,0.00925333333333333,0.0656640548141467,0.00894212222152562,0.208309772720183,0.026612869366907,TALL_TOP,TALL ,32.950693,-87.392825,131.0,27.0,Temperate forests,-0.2756495229987676,0.516840793883901,0.049630841279555665,0.22807015239931033,8.141542376929698,442.1303702826833,0.11162870735120466,0.39533155139384835,0.0691,0.4407096171802054,0.2250233426704015,0.12729536258948024,0.07594148770619359,0.0718954248366013,0.014628073451602863,0.019919078742608155,0.02209772798008092,0.0024898848428260194,1.5831301670503988,0.260989010989011,3213,0.1068221895236726,0.9560736309048602,0.9364011746374964,0.47242703555865184,12.737752161383325
1000S_TEAK,TEAK,TOP,1.133,75.0,2.0,0.14,0.1,4.8,0.1,18.0,0.78,0.2,0.08,1.25,7.34,94.8,0.136,2.797,20.566,0.0007,0.0017,0.041,6.82,Bray,74.9,18.1,7.0,0.040645748321291,0.00340762029970432,0.113417833425848,0.00935653833811839,0.137032196926389,0.0159074005692657,TEAK_TOP,,37.00583,-119.00602,,,Temperate coniferous forests,-0.3281488360946916,0.5255747987850712,0.04425156955069672,0.201468430330886,9.15337733680789,494.78996083858846,0.10544358230253581,0.44139727639134824,0.020300000000000002,0.4130565583634176,0.2546630565583634,0.11823104693140794,0.06716305655836342,0.05776173285198556,0.03279181708784597,0.022412755716004814,0.02489470517448857,0.009025270758122744,1.6436893330693252,0.2723444976076555,13296,0.0960238339868761,0.921318424028637,0.8464854312423665,0.4349333450423258,11.92789828280394
1000S_UKFS,UKFS,TOP,1.296,382.0,12.0,0.95,4.8,14.8,0.7,50.0,18.83,2.42,0.13,22.36,24.16,297.39,0.413,4.576,11.08,0.0044,0.004,0.0036,6.94,Bray,16.9,50.1,33.1,0.200090032577355,0.0317580278588091,0.0665434585306587,0.0155205212663908,0.155282625912547,0.0293760683203237,UKFS_TOP,UKFS,39.0407,-95.19161,274.0,25.9,Temperate grasslands,-0.1155294107931807,0.5036449049386416,0.05637143214383397,0.2593935626843875,8.909012690103928,439.8313609222708,0.1578776432873688,0.6845758789465206,0.18569999999999998,0.41681901279707495,0.33065204143814747,0.10773918342474101,0.05460085313833029,0.051919561243144424,0.01194393662400975,0.015112736136502132,0.009993906154783669,0.001218769043266301,1.4535259083027263,0.16930312099187686,8205,0.12487914282134652,1.0358172728220163,1.136240968546842,0.521682538502977,6.300455225586486
1000S_UT12,UT12,TOP,1.576,323.0,27.0,1.0,1.2,34.1,2.7,311.0,24.93,5.72,0.19,31.67,54.47,213.55,0.674,9.547,14.165,0.0009,0.0053,0.0011,6.05,Bray,30.8,22.1,47.1,0.196683333333333,0.0111016666666667,0.0916775765267623,0.013410152305633,0.146072775406139,0.0317596747201745,UT12_TOP,UT12,40.8469346,-109.7125711,2473.0,32.1,Temperate coniferous forests,-0.3287835877222634,0.5222926865644427,0.04875908714511137,0.20468384481918891,8.46172635468248,457.25643797926136,0.10423864278268988,0.4303299968276578,0.5088,0.42554181006418007,0.24751185936191983,0.11766347316528696,0.07710910612966236,0.04511208259696772,0.03506650544135429,0.030973862896474746,0.016742628592689053,0.00427867175146498,1.6152730877838457,0.26467474414774733,10751,0.10445297612893306,0.9331073520297757,0.9129360150293238,0.46913141883102416,17.716559075213848
1000S_UT19,UT19,TOP,1.13,271.0,6.0,0.64,1.0,11.7,0.4,64.0,16.89,4.97,0.07,22.62,31.5,43.38,0.203,3.938,19.399,0.0004,0.0021,0.0023,7.35,Olsen,30.8,34.2,35.1,0.193433333333333,0.0141183333333333,0.147652797687111,0.00836586979100971,0.349240945600254,0.0280174046890287,UT19_TOP,UT19,40.7018371,-109.5818412,2610.0,19.5,Temperate coniferous forests,-0.2626491540090895,0.5206727691416675,0.048194030333851924,0.2383485253813242,9.074901200489796,465.5281656996446,0.1188956309110434,0.5344612476593475,0.21630000000000002,0.41747959386820627,0.33983675094565,0.12203862233724866,0.039816842524387816,0.04260402150109496,0.01294047382042604,0.014732231734023491,0.007963368504877564,0.002588094764085208,1.4232522417758264,0.13719719266470454,5023,0.10565730259974818,0.9446323343026065,0.939482441001721,0.47267647278120806,13.700861763664275
1000S_UT23,UT23,TOP,1.532,256.0,4.0,0.25,0.7,5.4,0.5,24.0,8.46,1.43,0.05,10.6,12.44,17.81,0.171,2.165,12.661,0.0024,0.0118,0.0008,6.76,Bray,61.0,28.1,11.0,0.9495,0.1094,1.49733512700865,0.100885591240457,3.52164183442212,0.300050292753546,UT23_TOP,UT23,40.685293,-109.4999502,2502.0,26.8,Temperate coniferous forests,-0.2275194262555949,0.5148834676622985,0.04720316376964288,0.2101001398071015,9.367076912144583,492.6509933273442,0.11505161292551541,0.47390986503624216,0.7365,0.37868406742794997,0.3367591082109842,0.10261011419249592,0.0622620989668298,0.03915171288743882,0.03382272974442632,0.02365415986949429,0.017074497009244155,0.005981511691136488,1.57082672877411,0.22241425152884872,18390,0.10218774046215515,0.9646437127722106,0.9054590354546641,0.45262897781859557,8.679159049360146
1000S_UT32,UT32,TOP,1.028,237.0,4.0,0.27,0.9,6.2,0.6,24.0,8.2,1.41,0.06,10.28,12.22,6.11,0.177,1.961,11.079,0.0019,0.0015,0.0081,6.54,Bray,65.0,20.1,15.0,0.077,0.0103133333333333,0.0415802338913379,0.00616733387244463,0.105053310780912,0.0188395492719993,UT32_TOP,UT32,40.6195637,-109.61135,2362.0,39.0,Desert shrubland,-0.20215354030081142,0.5116304876224864,0.04866257872673346,0.22620106547868538,8.724354802385404,462.06927940822493,0.1365603540556011,0.46700928152171534,0.0348,0.3939591836734694,0.363265306122449,0.10416326530612245,0.05175510204081633,0.037387755102040815,0.011755102040816326,0.022040816326530613,0.014693877551020407,0.0009795918367346938,1.4516689189967007,0.16091736163760426,6125,0.10605397659642052,0.9871831118719372,0.943976103018472,0.4609399018942505,7.466063348416314
1000S_WLLO,WLLO,TOP,1.303,49.0,4.0,0.23,0.01,0.7,1.0,7.0,10.79,3.53,0.07,14.52,12.8,129.85,0.188,2.513,13.367,0.0004,0.0023,0.0087,7.58,Olsen,60.02,23.99,15.99,0.0818985154452981,0.00946250397011218,0.342657098586967,0.00904533390505244,0.187065143392474,0.0328609410533232,WLLO_TOP,WLLO,39.290382,-76.744543,139.0,12.8,Temperate forests,-0.3277646883682492,0.5281098030883905,0.04411023406534433,0.22193356344895268,8.127634778396216,468.11194877418416,0.10499587534422983,0.3084085630725896,0.1141,0.4621922626025791,0.22743259085580306,0.1447831184056272,0.07825322391559203,0.04044548651817116,0.014947245017584994,0.022274325908558032,0.009085580304806565,0.0005861664712778429,1.4970638883978697,0.19845451352300666,3412,0.09567100980336304,0.9123494870271602,0.8457188750168163,0.43871886355679723,8.655057446102944
1000S_WLUP,WLUP,TOP,1.481,117.0,6.0,0.84,0.6,5.6,0.7,4.0,13.88,3.31,5.81,23.3,21.94,460.22,0.356,5.589,15.699,0.0021,0.0012,0.0197,7.68,Olsen,40.34,39.09,20.57,0.129148455327723,0.0192422060001793,0.0503310914907557,0.00901957664490666,0.213558009387159,0.0382819673957037,WLUP_TOP,WLUP,39.290308,-76.74376,139.0,13.9,Temperate forests,-0.10706020912650097,0.5055704595555247,0.05466917586888554,0.2632323217379961,8.635514971896347,443.9193011258763,0.1696888904935737,0.6628343906396871,0.08849,0.3813887909763835,0.36023968981318294,0.18364469510045822,0.01973916108565386,0.0338385618611209,0.011279520620373634,0.0042298202326401125,0.004934790271413465,0.0007049700387733521,1.3437595841650127,0.08076190476190476,2837,0.12257213254624379,1.0365566063651603,1.1271577847532666,0.5150287017426951,6.711728131718349
1000S_WY01,WY01,TOP,1.213,118.0,8.0,0.48,2.3,6.3,2.1,76.0,38.45,2.78,0.11,41.64,42.66,724.56,0.533,6.984,13.103,0.95,2.37,1.5816,7.28,Olsen,54.9,28.1,17.1,0.115783333333333,0.00963833333333333,0.187177180494127,0.0106860373416166,0.174388554434259,0.0130354118907641,WY01_TOP,WY01,44.942634,-109.712562,2274.0,15.35,Temperate coniferous forests,-0.24395212248465517,0.5186387773164624,0.04416183852625433,0.21447978821911173,9.682048131813728,512.3039115622043,0.11176925340813477,0.4641880608339234,0.4069,0.36471951784886414,0.36082522021325913,0.09782104775150673,0.054891052387575336,0.03282336578581363,0.04167825683820121,0.02508113120074177,0.015391747797867408,0.006768660176170608,1.5574750388036278,0.21452702702702703,21570,0.09612060385836199,0.9492231472655488,0.8546492989584519,0.430862847624227,12.01279612657787
1000S_WY03,WY03,TOP,1.384,398.0,17.0,1.09,9.7,3.6,1.1,109.0,34.83,6.79,0.97,43.61,48.93,732.62,0.903,11.222,12.427,1.46,4.12,7.1301,6.68,Bray,46.8,34.1,19.2,0.119083333333333,0.0203266666666667,0.220037929860702,0.0158233128063362,0.318018072236199,0.0489378312813773,WY03_TOP,WY03,44.016047,-109.143313,2440.0,22.55,Temperate coniferous forests,-0.17593401798261268,0.5096308348834723,0.04852872940051108,0.22342482267663083,9.33552651387739,488.7654974803618,0.12612159242377194,0.4989071774838396,0.667,0.35009775171065494,0.3827956989247312,0.1064516129032258,0.05268817204301075,0.028103616813294232,0.037341153470185726,0.017008797653958945,0.015347018572825024,0.010166177908113392,1.5317553604840097,0.1914051126768765,20460,0.10531561842232715,0.9896912229744225,0.9379480146254129,0.4594814496537725,5.858478189570325
1000S_WY09,WY09,TOP,1.351,133.0,10.0,0.43,2.0,18.4,1.7,171.0,24.97,3.91,0.15,29.37,34.56,313.71,0.289,4.218,14.595,0.78,3.52,2.4343,6.12,Bray,44.7,30.3,25.0,0.136316666666667,0.009515,0.34333968901071,0.00647991799488363,0.12670412628494,0.0179385112555199,WY09_TOP,WY09,43.583143,-109.946757,2802.0,22.5,Temperate coniferous forests,-0.21120722272276055,0.5112000191839888,0.04596096359599813,0.21398028920823547,9.677029103416348,505.3075494430484,0.1240397274227425,0.44215096443843144,0.32430000000000003,0.32527157204345153,0.4210698913711826,0.1057183849149416,0.04070506251281,0.025988932158229144,0.04373847099815536,0.017790530846484937,0.010821889731502356,0.008895265423242468,1.4917875425734688,0.17362647936110845,24395,0.0994783883727128,0.9824468953179344,0.8791701812481155,0.43526872497318586,14.326502014363323
1000S_WY10,WY10,TOP,1.426,209.0,11.0,0.35,2.1,13.0,0.7,105.0,15.49,1.6,0.1,17.73,21.57,112.43,0.372,4.168,11.204,1.64,5.05,15.291,6.29,Bray,48.7,32.3,19.1,0.0805166666666667,0.0155633333333333,0.126455180712179,0.0142977191121535,0.387631241094172,0.0438824440014072,WY10_TOP,WY10,43.582587,-109.97175,2865.0,13.4,Temperate coniferous forests,-0.20576913885855053,0.5117529991282568,0.049868325447854224,0.21090777217455842,8.719079769798128,460.72546224568526,0.1256554079808879,0.4117863021722238,0.1961,0.3635052016098413,0.38264105095299566,0.1120814032956185,0.04783962335788594,0.029918748576201686,0.031513402688131215,0.017161515680765432,0.010175411952312249,0.0051636418862480065,1.4837452175297035,0.16519200141567864,13169,0.10810024992347092,0.9811615602443615,0.9576880158745923,0.47491400443230514,5.173484686228327
1000S_WY15,WY15,TOP,1.199,165.0,12.0,0.46,1.7,115.7,1.1,179.0,6.01,1.27,0.14,7.84,27.45,59.09,0.247,6.887,27.883,0.7,1.88,9.5747,5.14,Bray,53.0,26.1,21.0,0.188716666666667,0.00836833333333333,0.0858622760982217,0.00848272357606833,0.233027340675782,0.0380167160367061,WY15_TOP,WY15,42.581893,-108.751004,2639.0,22.950000000000003,Temperate coniferous forests,-0.3712826438852367,0.5235681091898736,0.04354061250295902,0.20259303178975702,9.384673251972867,507.17143315689566,0.09835350525040164,0.4325196756556082,0.4125,0.44192511510728866,0.2283902354269829,0.10572495873512293,0.07253931022500217,0.06211449917470246,0.035270610720180694,0.027886369559551732,0.020675875249761097,0.00547302580140735,1.6251123773869343,0.28859285794246053,11511,0.0931501810128056,0.9265921965892938,0.8076448431718224,0.4162105368355498,22.551284604660477
